"ID","ENV_NAME","ENV_RELEASE","ENV_COMMENTS","ENV_MONITOR","LAST_UPDATED_BY","LAST_UPDATED_DATE","CREATED_BY","CREATED_DATE","ENV_DR_OBJECTIVE","ENV_DR_OBJECTIVE_REQUIRED","ENV_COLLECTION_ID","ENV_ARCHIVE","ARCHIVE_NOTIFICATION_EMAIL_ID","LAST_PURGE_DATE","ENV_TYPE","TOPO_ALIAS","ORDER_INPUTFILE","PROVISIONING_PLAN","LO_NOTIFICATION_EMAIL_ID","LOG_LOCATION","FAAT_SERIES","BROWSER"
1706,"REL13 PRC ST02 AUTO","REL13","",1,"",18-FEB-16 08.21.06.314309000 AM,"",18-FEB-16 08.21.06.314339000 AM,0,0,"",1,"prcbuild_us_grp@oracle.com","","Family","PRCREL13ST02_Daily_BATS","/net/rws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL13_ST02/order_daily.prop","/net/rws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL13_ST02/prov_plan_gsi.prop","saurabh.x.jain@oracle.com","/net/rws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL13_ST02/AUTO_WORK","FAAT_PT.INTPRC_GENERIC","Firefox"
1724,"REL11.1 HCM PATCH TEST","REL11","requested by carla.bailey@oracle.com",1,"",23-FEB-16 02.43.12.509941000 AM,"",19-FEB-16 09.48.44.150566000 AM,0,0,"",1,"naravenk_org_ww@oracle.com","","Family","","","","","","","Firefox"
1234,"REL9.2 CDRM OVM Bundle Patch Continuous ARU Testing Environment (fuscdrmovm38)","REL9","REL9.2 CDRM OVM Bundle Patch Continuous ARU Testing Environment (fuscdrmovm38)",1,"",10-FEB-16 04.06.18.529581000 PM,"",09-JUN-15 11.06.15.865877000 AM,0,0,"",0,"prcbuild_us_grp@oracle.com","11-02-2016","Central","","","","","","","IE"
1252,"REL10 GSI GA CDRM OVM BUNDLE Patch Testing Environment (fuscdrmovm70)","REL10","REL10 GSI GA CDRM OVM BUNDLE Patch Testing Environment (fuscdrmovm70)",1,"",10-FEB-16 04.06.18.692583000 PM,"",19-JUN-15 03.28.35.907947000 PM,0,0,"",0,"prcbuild_us_grp@oracle.com,joy.chakraborty@oracle.com","11-02-2016","Central","R10BTE_fuscdrmovm70_BATS","/net/slcnas477/export/farm_fainteg_repos/fa_preflights/rel10/daily/order_props/cdrm/order_REL10OVMSaaS.prop","/net/slcnas477/export/farm_fainteg_repos/fa_preflights/rel10/daily/prov_plans/prov_plan_REL10OVMSaaS.prop","joy.chakraborty@oracle.com,fa_lo_daily_bats_ww_grp@oracle.com","/net/rws65742fwks/scratch/cgoh/dr_via_dte/FUSCDRMOVM70","FAAT_11.1.10.0.0_GENERIC","Firefox"
1274,"REL12 HCM DEV QA CDRM","REL12","requested by sreelakshmi.alluri@oracle.com",0,"",10-FEB-16 04.06.18.793670000 PM,"",03-JUL-15 05.10.05.310306000 AM,0,0,"",0,"naravenk_org_ww@oracle.com","11-02-2016","Family","","","","","","","IE"
1601,"REL12 ST0 CDRM Provisioned","REL12","REL12 ST0 CDRM Provisioned",1,"",10-FEB-16 04.06.19.006141000 PM,"",16-JAN-16 07.39.37.255188000 PM,0,0,"env.fa.st.rel12-st0-cdrm-provisioned",0,"prcbuild_us_grp@oracle.com","11-02-2016","Central","REL12ST0CDRMP_daily_bats","/net/slcnas535.us.oracle.com/export/fusionapps_rm/jvadlama/templates/order_prop/order_REL12ST0CDRMP_daily_run.prop","/net/slcnas535.us.oracle.com/export/fusionapps_rm/jvadlama/templates/prov_plan/prov_plan_REL12ST0CDRMP.prop","fa_lo_daily_bats_ww_grp@oracle.com","/net/slc06upa.us.oracle.com/scratch/maagagar/AUTO_WORK/REL12ST0CDRMP","FAAT_MAIN_GENERIC","Firefox"
1276,"REL11 ST6 Provisioned CDRM - with RAC DB","REL11","REL11 ST6 Provisioned CDRM - with RAC DB",0,"",10-FEB-16 04.06.38.412408000 PM,"",10-JUL-15 12.23.22.884983000 PM,0,0,"env.fa.st.rel11-st6-provisioned-cdrm",1,"prcbuild_us_grp@oracle.com","11-02-2016","Central","","","","","","","IE"
1295,"REL11 ST6 Upgraded CDRM","REL11","REL11 ST6 Upgraded CDRM",0,"",10-FEB-16 04.06.54.629534000 PM,"",16-JUL-15 05.42.51.442881000 AM,0,0,"",1,"prcbuild_us_grp@oracle.com","11-02-2016","Central","","","","","","","IE"
1356,"REL12 FIN DIT","REL12","Requested by sandeep.s.srivastava@oracle.com",0,"",10-FEB-16 04.07.14.787508000 PM,"",30-JUL-15 11.23.57.352183000 PM,0,0,"",1,"nibedita.rath@oracle.com,sandeep.s.srivastava@oracle.com","11-02-2016","Family","","","","","","","IE"
1362,"REL12 PRC DIT1","REL12","Requested by shivani.roy@oracle.com",0,"",10-FEB-16 04.07.21.050129000 PM,"",18-AUG-15 03.07.41.344089000 AM,0,0,"",1,"","11-02-2016","Family","","","","","","","IE"
1406,"REL11 HCM PREARU QA CDRM","REL11","requested by carla.bailey@oracle.com",1,"",10-FEB-16 04.07.21.563550000 PM,"",22-SEP-15 02.32.15.563109000 PM,0,0,"",1,"naravenk_org_ww@oracle.com","11-02-2016","Family","","","","","","","IE"
1453,"Test Lightsout Run","REL11","Environment for testing Trigger Lightsout page",0,"",10-FEB-16 04.07.21.579067000 PM,"",29-OCT-15 04.08.31.560097000 AM,0,0,"CollectionID",1,"zubin.thampi@oracle.com,saurabh.x.jain@oracle.com","11-02-2016","Family","Lightsout_Test_DRJango","/net/wrongrws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL11_ST12_DIT3/order_daily.prop","/net/wrongrws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL11_ST12_DIT3/prov_plan_gsi.prop","saurabh.x.jain@oracle.com,zubin.thampi@oracle.com,saujain_directs_ww@oracle.com","/net/rws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL11_ST12_DIT3","FAAT_MAIN_GENERIC","Firefox"
1454,"REL11 PRC ST12 DIT1","REL11","",0,"",10-FEB-16 04.07.22.840358000 PM,"",29-OCT-15 08.35.54.409844000 AM,0,0,"",1,"prcbuild_us_grp@oracle.com","11-02-2016","Family","PRCREL11ST12DIT1_Daily_BATS","/net/rws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL11_ST12_DIT1/order_daily.prop","/net/rws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL11_ST12_DIT1/prov_plan_gsi.prop","saurabh.x.jain@oracle.com","/net/rws65742fwks.us.oracle.com/scratch/cgoh/dr_via_dte/PRC_REL11_ST12_DIT1/AUTO_WORK","FAAT_11.1.11.0.0_GENERIC","Firefox"
1663,"REL12 HCM Ext BAT RUP","REL12","Requested by ramesh.nandivelugu@oracle.com",0,"",10-FEB-16 04.07.24.248723000 PM,"",21-JAN-16 01.47.05.216621000 AM,0,0,"",1,"ramesh.nandivelugu@oracle.com","11-02-2016","Family","","","","","","","IE"
1702,"REL13 FIN STABILIZATION","REL13","requested by nibedita.rath@oracle.com",1,"",10-FEB-16 04.07.24.554694000 PM,"",05-FEB-16 05.52.09.971456000 AM,0,0,"",0,"nibedita.rath@oracle.com","11-02-2016","Family","","","","","","","IE"
